year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,party_detailed,writein,mode,candidatevotes,totalvotes,unofficial,version,party_simplified,vote_percentage
2010-01-01,Oregon,Or,41,92,72,Us Senate,Statewide,Gen,False,Other,Unknown Party,False,Total,1448,1442588,False,20210114,Other,0.10037515908908157
2010-01-01,Oregon,Or,41,92,72,Us Senate,Statewide,Gen,False,Rick Staggenborg,Progressive,False,Total,14466,1442588,False,20210114,Other,1.0027811128333246
2010-01-01,South Carolina,Sc,45,57,48,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,21953,1318794,False,20210114,Other,1.6646269242959855
2010-01-01,South Carolina,Sc,45,57,48,Us Senate,Statewide,Gen,False,Tom Clements,Green,False,Total,121472,1318794,False,20210114,Other,9.21083960042281
2010-01-01,South Carolina,Sc,45,57,48,Us Senate,Statewide,Gen,False,Alvin M. Greene,Democrat,False,Total,364598,1318794,False,20210114,Democrat,27.646319288683447
2010-01-01,South Carolina,Sc,45,57,48,Us Senate,Statewide,Gen,False,Jim Demint,Republican,False,Total,810771,1318794,False,20210114,Republican,61.478214186597754
2010-01-01,South Dakota,Sd,46,45,37,Us Senate,Statewide,Gen,False,John Thune,Republican,False,Total,227947,227947,False,20210114,Republican,100.0
2010-01-01,Utah,Ut,49,87,67,Us Senate,Statewide,Gen,False,Scott N. Bradley,Constitution,False,Total,33095,585230,False,20210114,Other,5.65504160757309
2010-01-01,Utah,Ut,49,87,67,Us Senate,Statewide,Gen,False,Mike Lee,Republican,False,Total,360403,585230,False,20210114,Republican,61.5831382533363
2010-01-01,Utah,Ut,49,87,67,Us Senate,Statewide,Gen,False,Sam F. Granato,Democrat,False,Total,191732,585230,False,20210114,Democrat,32.76182013909062
2010-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Stephen J. Cain,Independent,False,Total,2356,235178,False,20210114,Other,1.0017943855292586
2010-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Len Britton,Republican,False,Total,72699,235178,False,20210114,Republican,30.91233023497096
2010-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Daniel Freilich,Independent,False,Total,3544,235178,False,20210114,Other,1.5069436767044535
2010-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Johenry Nunes,Independent,False,Total,1021,235178,False,20210114,Other,0.43413924771874923
2010-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Patrick J. Leahy,Democrat,False,Total,151281,235178,False,20210114,Democrat,64.32616996487766
2010-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,113,235178,False,20210114,Other,0.04804871203939144
2010-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Peter Diamondstone,Socialist,False,Total,1433,235178,False,20210114,Other,0.6093257022340525
2010-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Cris Ericson,United States Marijuana,False,Total,2731,235178,False,20210114,Other,1.161248075925469
2010-01-01,West Virginia,Wv,54,55,56,Us Senate,Statewide,Gen,True,Jeff Becker,Constitution,False,Total,6425,529948,False,20210114,Other,1.2123831017382838
2010-01-01,West Virginia,Wv,54,55,56,Us Senate,Statewide,Gen,True,Jesse Johnson,Mountain Party,False,Total,10152,529948,False,20210114,Other,1.915659649626001
2010-01-01,West Virginia,Wv,54,55,56,Us Senate,Statewide,Gen,True,Joe Manchin Iii,Democrat,False,Total,283358,529948,False,20210114,Democrat,53.46901960192321
2010-01-01,West Virginia,Wv,54,55,56,Us Senate,Statewide,Gen,True,John R. Raese,Republican,False,Total,230013,529948,False,20210114,Republican,43.40293764671251
2010-01-01,Wisconsin,Wi,55,35,25,Us Senate,Statewide,Gen,False,Rob Taylor,Constitution Party Of Wisconsin,False,Total,23473,2171331,False,20210114,Other,1.0810419968213045
2010-01-01,Wisconsin,Wi,55,35,25,Us Senate,Statewide,Gen,False,Russell D. Feingold,Democrat,False,Total,1020958,2171331,False,20210114,Democrat,47.019915434358005
2010-01-01,Wisconsin,Wi,55,35,25,Us Senate,Statewide,Gen,False,"Ernest J. Pagels, Jr.",Republican,False,Total,134,2171331,False,20210114,Republican,0.006171329935417492
2010-01-01,Wisconsin,Wi,55,35,25,Us Senate,Statewide,Gen,False,Blank Vote/Scattering,Unknown Party,False,Total,638,2171331,False,20210114,Other,0.029382899244748958
2010-01-01,Wisconsin,Wi,55,35,25,Us Senate,Statewide,Gen,False,Ron Johnson,Republican,False,Total,1125999,2171331,False,20210114,Republican,51.85754728321016
2010-01-01,Wisconsin,Wi,55,35,25,Us Senate,Statewide,Gen,False,Michael D. Laforest,Independent,False,Total,129,2171331,False,20210114,Other,0.005941056430364602
2012-01-01,Arizona,Az,4,86,61,Us Senate,Statewide,Gen,False,Marc Victor,Libertarian,False,Total,102109,2243422,False,20210114,Libertarian,4.551484294974374
2012-01-01,Arizona,Az,4,86,61,Us Senate,Statewide,Gen,False,Jeff Flake,Republican,False,Total,1104457,2243422,False,20210114,Republican,49.23090706964628
2012-01-01,Arizona,Az,4,86,61,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,290,2243422,False,20210114,Other,0.012926680758234518
2012-01-01,Arizona,Az,4,86,61,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,24,2243422,False,20210114,Other,0.0010697942696469946
2012-01-01,Arizona,Az,4,86,61,Us Senate,Statewide,Gen,False,Richard Carmona,Democrat,False,Total,1036542,2243422,False,20210114,Democrat,46.20361216035146
2012-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Paul Passarelli,Libertarian,False,Total,25045,1511764,False,20210114,Libertarian,1.656673925295218
2012-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,19,1511764,False,20210114,Other,0.00125680992535872
2012-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,8,1511764,False,20210114,Other,0.0005291831264668294
2012-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,6414,1511764,False,20210114,Other,0.42427257164478055
2012-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,40,1511764,False,20210114,Other,0.0026459156323341473
2012-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,388,1511764,False,20210114,Other,0.025665381633641227
2012-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Christopher S. Murphy,Democrat,False,Total,792983,1511764,False,20210114,Democrat,52.454152896880736
2012-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Christopher S. Murphy,Working Families,False,Total,35778,1511764,False,20210114,Other,2.3666392373412783
2012-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Linda E. Mcmahon,Independent,False,Total,46520,1511764,False,20210114,Other,3.0771998804046135
2012-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Linda E. Mcmahon,Republican,False,Total,604569,1511764,False,20210114,Republican,39.99096419811558
2012-01-01,Delaware,De,10,51,11,Us Senate,Statewide,Gen,False,Thomas R. Carper,Democrat,False,Total,265415,399606,False,20210114,Democrat,66.41917288529201
2012-01-01,Delaware,De,10,51,11,Us Senate,Statewide,Gen,False,Andrew Richard Groff,Green,False,Total,3191,399606,False,20210114,Other,0.7985365585101325
2012-01-01,Delaware,De,10,51,11,Us Senate,Statewide,Gen,False,Alexander Pires,Independent,False,Total,15300,399606,False,20210114,Other,3.828771339769673
2012-01-01,Delaware,De,10,51,11,Us Senate,Statewide,Gen,False,Kevin Wade,Republican,False,Total,115700,399606,False,20210114,Republican,28.95351921642818
2012-01-01,Hawaii,Hi,15,95,82,Us Senate,Statewide,Gen,False,Over Vote,Unknown Party,False,Total,77,437159,False,20210114,Other,0.01761372864335402
2012-01-01,Hawaii,Hi,15,95,82,Us Senate,Statewide,Gen,False,Linda Lingle,Republican,False,Total,160994,437159,False,20210114,Republican,36.82733284685892
2012-01-01,Hawaii,Hi,15,95,82,Us Senate,Statewide,Gen,False,Blank Vote,Unknown Party,False,Total,6599,437159,False,20210114,Other,1.5095194197077035
2012-01-01,Hawaii,Hi,15,95,82,Us Senate,Statewide,Gen,False,Mazie K. Hirono,Democrat,False,Total,269489,437159,False,20210114,Democrat,61.645534004790015
2012-01-01,Indiana,In,18,32,22,Us Senate,Statewide,Gen,False,Richard E. Mourdock,Republican,False,Total,1133621,2560102,False,20210114,Republican,44.28030601905705
2012-01-01,Indiana,In,18,32,22,Us Senate,Statewide,Gen,False,Andrew ??Andy?? Horning,Libertarian,False,Total,145282,2560102,False,20210114,Libertarian,5.674852017614923
2012-01-01,Indiana,In,18,32,22,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,15,2560102,False,20210114,Other,0.0005859141549828874
2012-01-01,Indiana,In,18,32,22,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,3,2560102,False,20210114,Other,0.00011718283099657748
2012-01-01,Maine,Me,23,11,2,Us Senate,Statewide,Gen,False,Danny Francis Dalton,Unknown Party,False,Total,5807,724720,False,20210114,Other,0.8012749751628215
2012-01-01,Maine,Me,23,11,2,Us Senate,Statewide,Gen,False,Stephen M. Woods,Unknown Party,False,Total,10289,724720,False,20210114,Other,1.419720719726239
2012-01-01,Maine,Me,23,11,2,Us Senate,Statewide,Gen,False,Angus King,Independent For Maine,False,Total,370580,724720,False,20210114,Other,51.134231151341204
2012-01-01,Maine,Me,23,11,2,Us Senate,Statewide,Gen,False,Blank Vote,Unknown Party,False,Total,24121,724720,False,20210114,Other,3.328319902859035
2012-01-01,Maine,Me,23,11,2,Us Senate,Statewide,Gen,False,Cynthia Ann Dill,Democrat,False,Total,92900,724720,False,20210114,Democrat,12.818743790705375
2012-01-01,Maine,Me,23,11,2,Us Senate,Statewide,Gen,False,"Charles E. Summers, Jr.",Republican,False,Total,215399,724720,False,20210114,Republican,29.721685616513966
2012-01-01,Maine,Me,23,11,2,Us Senate,Statewide,Gen,False,Andrew Ian Dodge,Independent For Liberty,False,Total,5624,724720,False,20210114,Other,0.7760238436913567
2012-01-01,Maryland,Md,24,52,52,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,151,2633234,False,20210114,Other,0.005734393525224116
2012-01-01,Maryland,Md,24,52,52,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,2346,2633234,False,20210114,Other,0.08909196827930978
2012-01-01,Maryland,Md,24,52,52,Us Senate,Statewide,Gen,False,Daniel John Bongino,Republican,False,Total,693291,2633234,False,20210114,Republican,26.32849948010697
2012-01-01,Maryland,Md,24,52,52,Us Senate,Statewide,Gen,False,S. Rob Sobhani,None,False,Total,430934,2633234,False,20210114,Other,16.365199598668408
2012-01-01,Maryland,Md,24,52,52,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,163,2633234,False,20210114,Other,0.006190106917957158
2012-01-01,Maryland,Md,24,52,52,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,48,2633234,False,20210114,Other,0.0018228535709321693
2012-01-01,Maryland,Md,24,52,52,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,21,2633234,False,20210114,Other,0.000797498437282824
2012-01-01,Maryland,Md,24,52,52,Us Senate,Statewide,Gen,False,Dean Ahmad,Libertarian,False,Total,32252,2633234,False,20210114,Libertarian,1.2248056952021735
2012-01-01,Massachusetts,Ma,25,14,3,Us Senate,Statewide,Gen,False,Blank Vote/Scattering,Unknown Party,False,Total,27643,3184196,False,20210114,Other,0.868131233127609
2012-01-01,Massachusetts,Ma,25,14,3,Us Senate,Statewide,Gen,False,Other,Unknown Party,False,Total,2159,3184196,False,20210114,Other,0.06780361510409535
2012-01-01,Michigan,Mi,26,34,23,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,10,4652918,False,20210114,Other,0.00021491889605619529
2012-01-01,Michigan,Mi,26,34,23,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,7,4652918,False,20210114,Other,0.0001504432272393367
2012-01-01,Michigan,Mi,26,34,23,Us Senate,Statewide,Gen,False,Harley Mikkelson,Green,False,Total,27890,4652918,False,20210114,Other,0.5994088011007286
2012-01-01,Michigan,Mi,26,34,23,Us Senate,Statewide,Gen,False,Richard A. Matkin,U.S. Taxpayers,False,Total,26038,4652918,False,20210114,Other,0.5596058215511213
2012-01-01,Michigan,Mi,26,34,23,Us Senate,Statewide,Gen,False,John D. Litle,Natural Law,False,Total,11229,4652918,False,20210114,Other,0.24133242838150168
2012-01-01,Michigan,Mi,26,34,23,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,48,4652918,False,20210114,Other,0.0010316107010697373
2012-01-01,Michigan,Mi,26,34,23,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,4,4652918,False,20210114,Other,8.596755842247811e-05
2012-01-01,Michigan,Mi,26,34,23,Us Senate,Statewide,Gen,False,Scotty Boman,Libertarian,False,Total,84480,4652918,False,20210114,Libertarian,1.8156348338827375
2012-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,2582,2843207,False,20210114,Other,0.09081294467831572
2012-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Tim Davis,Grassroots Party,False,Total,30531,2843207,False,20210114,Other,1.073822623537435
2012-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Michael Cavlan,Minnesota Open Progressives,False,Total,13986,2843207,False,20210114,Other,0.49190931226604323
2012-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Kurt Bills,Republican,False,Total,867974,2843207,False,20210114,Republican,30.527991806435477
2012-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Stephen Williams,Independence,False,Total,73539,2843207,False,20210114,Other,2.5864806888840666
2012-01-01,Mississippi,Ms,28,64,46,Us Senate,Statewide,Gen,False,"Albert N. Gore, Jr.",Democrat,False,Total,503467,1241568,False,20210114,Democrat,40.55090015206578
2012-01-01,Mississippi,Ms,28,64,46,Us Senate,Statewide,Gen,False,Shawn O'Hara,Reform,False,Total,13194,1241568,False,20210114,Other,1.0626884713523543
2012-01-01,Mississippi,Ms,28,64,46,Us Senate,Statewide,Gen,False,Roger F. Wicker,Republican,False,Total,709626,1241568,False,20210114,Republican,57.15562901105699
2012-01-01,Mississippi,Ms,28,64,46,Us Senate,Statewide,Gen,False,Thomas Cramer,Constitution,False,Total,15281,1241568,False,20210114,Other,1.2307823655248846
2012-01-01,Missouri,Mo,29,43,34,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,4,2725793,False,20210114,Other,0.00014674628631007564
2012-01-01,Missouri,Mo,29,43,34,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,5,2725793,False,20210114,Other,0.00018343285788759454
2012-01-01,Missouri,Mo,29,43,34,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,6,2725793,False,20210114,Other,0.00022011942946511347
2012-01-01,Missouri,Mo,29,43,34,Us Senate,Statewide,Gen,False,W. Todd Akin,Republican,False,Total,1066159,2725793,False,20210114,Republican,39.113718466515984
2012-01-01,Missouri,Mo,29,43,34,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,2,2725793,False,20210114,Other,7.337314315503782e-05
2012-01-01,Missouri,Mo,29,43,34,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,9,2725793,False,20210114,Other,0.0003301791441976702
2012-01-01,Missouri,Mo,29,43,34,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,15,2725793,False,20210114,Other,0.0005502985736627837
2012-01-01,Missouri,Mo,29,43,34,Us Senate,Statewide,Gen,False,Jonathan Dine,Libertarian,False,Total,165468,2725793,False,20210114,Libertarian,6.0704536257888995
2012-01-01,Montana,Mt,30,81,64,Us Senate,Statewide,Gen,False,Dan Cox,Libertarian,False,Total,31892,486066,False,20210114,Libertarian,6.561248883896425
2012-01-01,Montana,Mt,30,81,64,Us Senate,Statewide,Gen,False,Jon Tester,Democrat,False,Total,236123,486066,False,20210114,Democrat,48.578382359597256
2012-01-01,Montana,Mt,30,81,64,Us Senate,Statewide,Gen,False,Denny Rehberg,Republican,False,Total,218051,486066,False,20210114,Republican,44.86036875650632
2012-01-01,Nebraska,Ne,31,46,35,Us Senate,Statewide,Gen,False,Bob Kerrey,Democrat,False,Total,332979,788572,False,20210114,Democrat,42.22556722784984
2012-01-01,Nebraska,Ne,31,46,35,Us Senate,Statewide,Gen,False,Deb Fischer,Republican,False,Total,455593,788572,False,20210114,Republican,57.77443277215016
2012-01-01,Nevada,Nv,32,88,65,Us Senate,Statewide,Gen,False,David Lory Vanderbeek,Independent American,False,Total,48792,997805,False,20210114,Other,4.889933403821388
2012-01-01,Nevada,Nv,32,88,65,Us Senate,Statewide,Gen,False,Dean Heller,Republican,False,Total,457656,997805,False,20210114,Republican,45.86627647686672
2012-01-01,Nevada,Nv,32,88,65,Us Senate,Statewide,Gen,False,Shelley Berkley,Democrat,False,Total,446080,997805,False,20210114,Democrat,44.706129955251775
2012-01-01,Nevada,Nv,32,88,65,Us Senate,Statewide,Gen,False,Other,Unknown Party,False,Total,45277,997805,False,20210114,Other,4.537660164060112
2012-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,Ken Wolski,Green,False,Total,15801,3376649,False,20210114,Other,0.46794914129363163
2012-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,Robert ??Turk?? Turkavage,Responsibility Fairness Integrity,False,Total,3532,3376649,False,20210114,Other,0.10460074470281039
2012-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,Gregory Pason,Socialist Party Usa,False,Total,2249,3376649,False,20210114,Other,0.06660449457435463
2012-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,Inder ??Andy?? Soni,America First,False,Total,3593,3376649,False,20210114,Other,0.10640726945560525
2012-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,Gwen Diakos,Jersey Strong Independents,False,Total,9359,3376649,False,20210114,Other,0.277168281334542
2012-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,Kenneth R. Kaplan,Libertarian,False,Total,16803,3376649,False,20210114,Libertarian,0.4976235314952783
2012-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,J. David Dranikoff,Totally Independent Candidate,False,Total,3834,3376649,False,20210114,Other,0.11354452298713903
2012-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,Eugene Martin Lavergne,No Slogan,False,Total,2198,3376649,False,20210114,Other,0.0650941214203786
2012-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,Daryl Mikell Brooks,Reform Nation,False,Total,2066,3376649,False,20210114,Other,0.061184920315970066
2012-01-01,New Mexico,Nm,35,85,66,Us Senate,Statewide,Gen,False,Martin Heinrich,Democrat,False,Total,395717,775793,False,20210114,Democrat,51.00806529576833
2012-01-01,New Mexico,Nm,35,85,66,Us Senate,Statewide,Gen,False,Jon R. Barrie,Independent American,False,Total,28199,775793,False,20210114,Other,3.6348613612136225
2012-01-01,New Mexico,Nm,35,85,66,Us Senate,Statewide,Gen,False,Heather A. Wilson,Republican,False,Total,351260,775793,False,20210114,Republican,45.27754181850055
2012-01-01,New Mexico,Nm,35,85,66,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,617,775793,False,20210114,Other,0.0795315245174937
2012-01-01,North Dakota,Nd,38,44,36,Us Senate,Statewide,Gen,False,Rick Berg,Republican,False,Total,158401,321144,False,20210114,Republican,49.32397927409511
2012-01-01,North Dakota,Nd,38,44,36,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,1406,321144,False,20210114,Other,0.4378098298582567
2012-01-01,North Dakota,Nd,38,44,36,Us Senate,Statewide,Gen,False,Heidi Heitkamp,Democrat,False,Total,161337,321144,False,20210114,Democrat,50.23821089604663
2012-01-01,Ohio,Oh,39,31,24,Us Senate,Statewide,Gen,False,Scott A. Rupert,Independent,False,Total,250616,5449018,False,20210114,Other,4.599287431239904
2012-01-01,Pennsylvania,Pa,42,23,14,Us Senate,Statewide,Gen,False,Rayburn Douglas Smith,Libertarian,False,Total,96926,5627422,False,20210114,Libertarian,1.7223872672069023
2012-01-01,Rhode Island,Ri,44,15,5,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,933,418189,False,20210114,Other,0.22310486406863883
2012-01-01,Rhode Island,Ri,44,15,5,Us Senate,Statewide,Gen,False,Sheldon Whitehouse,Democrat,False,Total,271034,418189,False,20210114,Democrat,64.81136519611945
2012-01-01,Rhode Island,Ri,44,15,5,Us Senate,Statewide,Gen,False,Benjamin Barrett Hinckley Iii,Republican,False,Total,146222,418189,False,20210114,Republican,34.9655299398119
2012-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,David Gatchell,Independent,False,Total,6523,2321477,False,20210114,Other,0.2809849074533153
2012-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,409,2321477,False,20210114,Other,0.01761809399791598
2012-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,18,2321477,False,20210114,Other,0.0007753684400060823
2012-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,2,2321477,False,20210114,Other,8.61520488895647e-05
2012-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Shaun E. Crowell,Independent,False,Total,20936,2321477,False,20210114,Other,0.9018396477759634
2012-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,117,2321477,False,20210114,Other,0.005039894860039535
2012-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Michel Joseph Long,Independent,False,Total,8080,2321477,False,20210114,Other,0.3480542775138414
2012-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Troy Stephen Scoggin,Independent,False,Total,7148,2321477,False,20210114,Other,0.3079074227313042
2012-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,5,2321477,False,20210114,Other,0.00021538012222391175
2012-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Mark E. Clayton,Democrat,False,Total,705882,2321477,False,20210114,Democrat,30.406590287131856
2012-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,12,2321477,False,20210114,Other,0.0005169122933373882
2012-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Kermit Steck,Constitution,False,Total,18620,2321477,False,20210114,Other,0.8020755751618474
2012-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,James Higdon,Independent,False,Total,8085,2321477,False,20210114,Other,0.3482696576360653
2012-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Martin Pleasant,Green,False,Total,38472,2321477,False,20210114,Other,1.6572208124396668
2012-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,14,2321477,False,20210114,Other,0.0006030643422269529
2012-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,470,2321477,False,20210114,Other,0.020245731489047705
2012-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,23,2321477,False,20210114,Other,0.0009907485622299942
2012-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,218,2321477,False,20210114,Other,0.009390573328962553
2012-01-01,Utah,Ut,49,87,67,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,1,1006901,False,20210114,Other,9.931462974016312e-05
2012-01-01,Utah,Ut,49,87,67,Us Senate,Statewide,Gen,False,Bill Barron,None,False,Total,7172,1006901,False,20210114,Other,0.71228452449645
2012-01-01,Utah,Ut,49,87,67,Us Senate,Statewide,Gen,False,Orrin G. Hatch,Republican,False,Total,657608,1006901,False,20210114,Republican,65.31009503416921
2012-01-01,Utah,Ut,49,87,67,Us Senate,Statewide,Gen,False,Shaun Lynn Mccausland,Constitution,False,Total,31905,1006901,False,20210114,Other,3.1686332618599042
2012-01-01,Utah,Ut,49,87,67,Us Senate,Statewide,Gen,False,Scott Howell,Democrat,False,Total,301873,1006901,False,20210114,Democrat,29.980405223552264
2012-01-01,Utah,Ut,49,87,67,Us Senate,Statewide,Gen,False,Daniel Geery,Justice,False,Total,8342,1006901,False,20210114,Other,0.8284826412924409
2012-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Pete Diamondstone,Liberty Union,False,Total,2511,292762,False,20210114,Other,0.8576932798655562
2012-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Laurel Laframboise,Votekiss,False,Total,877,292762,False,20210114,Other,0.29956073534133526
2012-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,252,292762,False,20210114,Other,0.086076744932744
2012-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Chris Ericson,United States Marijuana,False,Total,5924,292762,False,20210114,Other,2.0234866546887913
2012-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,John Macgovern,Republican,False,Total,72898,292762,False,20210114,Republican,24.90008949248878
2012-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Peter Moss,Peace And Prosperity,False,Total,2452,292762,False,20210114,Other,0.8375403911709853
2012-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Bernard Sanders,Independent,False,Total,207848,292762,False,20210114,Other,70.99555270151181
2012-01-01,Virginia,Va,51,54,40,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,6587,3802196,False,20210114,Other,0.17324198962915116
2012-01-01,West Virginia,Wv,54,55,56,Us Senate,Statewide,Gen,False,Joe Manchin Iii,Democrat,False,Total,399898,660202,False,20210114,Democrat,60.57206733696656
2012-01-01,West Virginia,Wv,54,55,56,Us Senate,Statewide,Gen,False,Bob Henry Baber,Mountain Party,False,Total,19517,660202,False,20210114,Other,2.956216430728777
2012-01-01,West Virginia,Wv,54,55,56,Us Senate,Statewide,Gen,False,John R. Raese,Republican,False,Total,240787,660202,False,20210114,Republican,36.47171623230466
2012-01-01,Wisconsin,Wi,55,35,25,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,43,3009411,False,20210114,Other,0.0014288510276595653
2012-01-01,Wisconsin,Wi,55,35,25,Us Senate,Statewide,Gen,False,Scatter,Unknown Party,False,Total,3373,3009411,False,20210114,Other,0.11208173293710963
2012-01-01,Wisconsin,Wi,55,35,25,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,70,3009411,False,20210114,Other,0.0023260365566551066
