year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,party_detailed,writein,mode,candidatevotes,totalvotes,unofficial,version,party_simplified,vote_percentage
1976-01-01,Arizona,Az,4,86,61,Us Senate,Statewide,Gen,False,Sam Steiger,Republican,False,Total,321236,741210,False,20210114,Republican,43.33940448725732
1976-01-01,Arizona,Az,4,86,61,Us Senate,Statewide,Gen,False,Wm. Mathews Feighan,Independent,False,Total,1565,741210,False,20210114,Other,0.2111412420231783
1976-01-01,Arizona,Az,4,86,61,Us Senate,Statewide,Gen,False,Dennis Deconcini,Democrat,False,Total,400334,741210,False,20210114,Democrat,54.010874111250516
1976-01-01,Arizona,Az,4,86,61,Us Senate,Statewide,Gen,False,Allan Norwitz,Libertarian,False,Total,7310,741210,False,20210114,Libertarian,0.9862252263191268
1976-01-01,Arizona,Az,4,86,61,Us Senate,Statewide,Gen,False,Bob Field,Independent,False,Total,10765,741210,False,20210114,Other,1.4523549331498495
1976-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,"Lowell P. Weicker, Jr.",Republican,False,Total,785683,1361666,False,20210114,Republican,57.70012616897242
1976-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Scatter,Unknown Party,False,Total,558,1361666,False,20210114,Other,0.04097921222972447
1976-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Robert Barnabei,American Independent,False,Total,14407,1361666,False,20210114,Other,1.0580421336803592
1976-01-01,Connecticut,Ct,9,16,1,Us Senate,Statewide,Gen,False,Gloria Schaffer,Democrat,False,Total,561018,1361666,False,20210114,Democrat,41.200852485117494
1976-01-01,Delaware,De,10,51,11,Us Senate,Statewide,Gen,False,Thomas C. Maloney,Democrat,False,Total,98042,224795,False,20210114,Democrat,43.61395938521764
1976-01-01,Delaware,De,10,51,11,Us Senate,Statewide,Gen,False,"William V. Roth, Jr.",Republican,False,Total,125454,224795,False,20210114,Republican,55.80818078693921
1976-01-01,Delaware,De,10,51,11,Us Senate,Statewide,Gen,False,Donald G. Gies,American,False,Total,646,224795,False,20210114,Other,0.28737293978958606
1976-01-01,Delaware,De,10,51,11,Us Senate,Statewide,Gen,False,John A. Massimilla,Prohibition,False,Total,216,224795,False,20210114,Other,0.09608754643119287
1976-01-01,Delaware,De,10,51,11,Us Senate,Statewide,Gen,False,Joseph F. Mcinerney,None,False,Total,437,224795,False,20210114,Other,0.19439934162236705
1976-01-01,Florida,Fl,12,59,43,Us Senate,Statewide,Gen,False,Scatter,Unknown Party,False,Total,130,2857534,False,20210114,Other,0.004549377190262653
1976-01-01,Florida,Fl,12,59,43,Us Senate,Statewide,Gen,False,John Grady,Republican,False,Total,1057886,2857534,False,20210114,Republican,37.020941833063056
1976-01-01,Hawaii,Hi,15,95,82,Us Senate,Statewide,Gen,False,Spark M. Matsunaga,Democrat,False,Total,162305,302092,False,20210114,Democrat,53.72701031473856
1976-01-01,Hawaii,Hi,15,95,82,Us Senate,Statewide,Gen,False,James D. Kimmel,Independent,False,Total,1433,302092,False,20210114,Other,0.47435880460257135
1976-01-01,Hawaii,Hi,15,95,82,Us Senate,Statewide,Gen,False,William Quinn,Republican,False,Total,122724,302092,False,20210114,Republican,40.62471035313745
1976-01-01,Hawaii,Hi,15,95,82,Us Senate,Statewide,Gen,False,Anthony N. Hodges,Prohibition,False,Total,14226,302092,False,20210114,Other,4.709161447506058
1976-01-01,Hawaii,Hi,15,95,82,Us Senate,Statewide,Gen,False,Rockne Johnson,Libertarian,False,Total,1404,302092,False,20210114,Libertarian,0.46475908001535954
1976-01-01,Indiana,In,18,32,22,Us Senate,Statewide,Gen,False,Vance Hartke,Democrat,False,Total,868522,2161187,False,20210114,Democrat,40.187267459965284
1976-01-01,Indiana,In,18,32,22,Us Senate,Statewide,Gen,False,Don L. Lee,Independent,False,Total,14321,2161187,False,20210114,Other,0.6626451112282278
1976-01-01,Indiana,In,18,32,22,Us Senate,Statewide,Gen,False,David Lee Hoagland,U.S. Labor,False,Total,2511,2161187,False,20210114,Other,0.11618615140661127
1976-01-01,Maine,Me,23,11,2,Us Senate,Statewide,Gen,False,Robert A. G. Monks,Republican,False,Total,193489,486193,False,20210114,Republican,39.796747382212416
1976-01-01,Maine,Me,23,11,2,Us Senate,Statewide,Gen,False,Edmund S. Muskie,Democrat,False,Total,292704,486193,False,20210114,Democrat,60.203252617787584
1976-01-01,Maryland,Md,24,52,52,Us Senate,Statewide,Gen,False,"J. Glenn Beall, Jr.",Republican,False,Total,530439,1365290,False,20210114,Republican,38.85174578294721
1976-01-01,Maryland,Md,24,52,52,Us Senate,Statewide,Gen,False,Paul S. Sarbanes,Democrat,False,Total,772101,1365290,False,20210114,Democrat,56.55216107933113
1976-01-01,Maryland,Md,24,52,52,Us Senate,Statewide,Gen,False,Bruce Bradley,Independent,False,Total,62750,1365290,False,20210114,Other,4.596093137721656
1976-01-01,Massachusetts,Ma,25,14,3,Us Senate,Statewide,Gen,False,Carol Henderson Evans,Socialist Workers,False,Total,26283,2491255,False,20210114,Other,1.0550104264717983
1976-01-01,Massachusetts,Ma,25,14,3,Us Senate,Statewide,Gen,False,Scatter,Unknown Party,False,Total,157,2491255,False,20210114,Other,0.006302044551842344
1976-01-01,Massachusetts,Ma,25,14,3,Us Senate,Statewide,Gen,False,Michael S. Robertson,Republican,False,Total,722641,2491255,False,20210114,Republican,29.007106859795567
1976-01-01,Massachusetts,Ma,25,14,3,Us Senate,Statewide,Gen,False,H. Graham Lowry,U.S. Labor,False,Total,15517,2491255,False,20210114,Other,0.6228587599422781
1976-01-01,Michigan,Mi,26,34,23,Us Senate,Statewide,Gen,False,Bette Jane Erwin,Libertarian,False,Total,8842,3490412,False,20210114,Libertarian,0.25332253040615266
1976-01-01,Michigan,Mi,26,34,23,Us Senate,Statewide,Gen,False,Theodore G. Albert,Human Rights,False,Total,7281,3490412,False,20210114,Other,0.20860001627315056
1976-01-01,Michigan,Mi,26,34,23,Us Senate,Statewide,Gen,False,Frank Girard,Socialist Labor,False,Total,2554,3490412,False,20210114,Other,0.07317187770383553
1976-01-01,Michigan,Mi,26,34,23,Us Senate,Statewide,Gen,False,Paula L. Reimers,Socialist Workers,False,Total,3399,3490412,False,20210114,Other,0.09738105415635748
1976-01-01,Michigan,Mi,26,34,23,Us Senate,Statewide,Gen,False,Peter A. Signorelli,U.S. Labor,False,Total,2218,3490412,False,20210114,Other,0.06354550694874989
1976-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Robin E. Miller,Libertarian,False,Total,5476,1912020,False,20210114,Libertarian,0.2863986778380979
1976-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Bill Peterson,Socialist Workers,False,Total,9380,1912020,False,20210114,Other,0.490580642461899
1976-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Matt Savola,Communist,False,Total,2214,1912020,False,20210114,Other,0.11579376784761665
1976-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Jerry Brekke,Republican,False,Total,478602,1912020,False,20210114,Republican,25.0312235227665
1976-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,False,Paul Helm,American,False,Total,125612,1912020,False,20210114,Other,6.569596552337319
1976-01-01,Mississippi,Ms,28,64,46,Us Senate,Statewide,Gen,False,John C. Stennis,Democrat,False,Total,554433,554433,False,20210114,Democrat,100.0
1976-01-01,Missouri,Mo,29,43,34,Us Senate,Statewide,Gen,False,John C. Danforth,Republican,False,Total,1090067,1914460,False,20210114,Republican,56.938614544048974
1976-01-01,Missouri,Mo,29,43,34,Us Senate,Statewide,Gen,False,Warren E. Hearnes,Democrat,False,Total,813571,1914460,False,20210114,Democrat,42.49610856325021
1976-01-01,Missouri,Mo,29,43,34,Us Senate,Statewide,Gen,False,Lawrene (Red) Petty,Independent,False,Total,10822,1914460,False,20210114,Other,0.5652768927008137
1976-01-01,Montana,Mt,30,81,64,Us Senate,Statewide,Gen,False,Stanley C. Burger,Republican,False,Total,115213,321445,False,20210114,Republican,35.84221250913842
1976-01-01,Montana,Mt,30,81,64,Us Senate,Statewide,Gen,False,John Melcher,Democrat,False,Total,206232,321445,False,20210114,Democrat,64.15778749086158
1976-01-01,Nebraska,Ne,31,46,35,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,58,593310,False,20210114,Other,0.00977566533515363
1976-01-01,Nebraska,Ne,31,46,35,Us Senate,Statewide,Gen,False,Scatter,Unknown Party,False,Total,163,593310,False,20210114,Other,0.02747299051086279
1976-01-01,Nebraska,Ne,31,46,35,Us Senate,Statewide,Gen,False,John Y. Mccollister,Republican,False,Total,279284,593310,False,20210114,Republican,47.07218823212148
1976-01-01,Nebraska,Ne,31,46,35,Us Senate,Statewide,Gen,False,Edward Zorinsky,Democrat,False,Total,313805,593310,False,20210114,Democrat,52.890563112032495
1976-01-01,Nevada,Nv,32,88,65,Us Senate,Statewide,Gen,False,Byron D. Young,Independent American,False,Total,3619,201899,False,20210114,Other,1.792480398615149
1976-01-01,Nevada,Nv,32,88,65,Us Senate,Statewide,Gen,False,David Towell,Republican,False,Total,63471,201899,False,20210114,Republican,31.437005631528635
1976-01-01,Nevada,Nv,32,88,65,Us Senate,Statewide,Gen,False,Other,Unknown Party,False,Total,5288,201899,False,20210114,Other,2.619131347852144
1976-01-01,Nevada,Nv,32,88,65,Us Senate,Statewide,Gen,False,Dan Becan,Libertarian,False,Total,2307,201899,False,20210114,Libertarian,1.1426505331873857
1976-01-01,Nevada,Nv,32,88,65,Us Senate,Statewide,Gen,False,Howard W. Cannon,Democrat,False,Total,127214,201899,False,20210114,Democrat,63.008732088816686
1976-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,Leif Johnson,Labor,False,Total,6650,2771390,False,20210114,Other,0.2399517931435128
1976-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,Hannibal Cundari,Libertarian,False,Total,19907,2771390,False,20210114,Libertarian,0.7183038114447984
1976-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,Bernardo S. Doganiero,Socialist Labor,False,Total,9185,2771390,False,20210114,Other,0.3314221383493482
1976-01-01,New Jersey,Nj,34,22,12,Us Senate,Statewide,Gen,False,David F. Norcross,Republican,False,Total,1054508,2771390,False,20210114,Republican,38.04978729085405
1976-01-01,New Mexico,Nm,35,85,66,Us Senate,Statewide,Gen,False,Ernesto B. Borunda,La Raza Unida,False,Total,1087,413056,False,20210114,Other,0.26316044313603965
1976-01-01,New Mexico,Nm,35,85,66,Us Senate,Statewide,Gen,False,Joseph M. Montoya,Democrat,False,Total,176382,413056,False,20210114,Democrat,42.70171599008367
1976-01-01,New Mexico,Nm,35,85,66,Us Senate,Statewide,Gen,False,"Malcolm ""Matt"" Dillon",American,False,Total,906,413056,False,20210114,Other,0.21934071893399443
1976-01-01,New Mexico,Nm,35,85,66,Us Senate,Statewide,Gen,False,"Harrison ""Jack"" Schmitt",Republican,False,Total,234681,413056,False,20210114,Republican,56.81578284784629
1976-01-01,North Dakota,Nd,38,44,36,Us Senate,Statewide,Gen,False,Robert Stroup,Republican,False,Total,103466,283062,False,20210114,Republican,36.55241607845631
1976-01-01,North Dakota,Nd,38,44,36,Us Senate,Statewide,Gen,False,Quentin N. Burdick,Democrat,False,Total,175772,283062,False,20210114,Democrat,62.0966431382524
1976-01-01,North Dakota,Nd,38,44,36,Us Senate,Statewide,Gen,False,Clarence Haggard,American,False,Total,3824,283062,False,20210114,Other,1.350940783291293
1976-01-01,Ohio,Oh,39,31,24,Us Senate,Statewide,Gen,False,Emma Lila Fundaburk,Independent,False,Total,33285,3920613,False,20210114,Other,0.8489743823223561
1976-01-01,Ohio,Oh,39,31,24,Us Senate,Statewide,Gen,False,Melisa Singler,Socialist Workers,False,Total,31805,3920613,False,20210114,Other,0.811225183408819
1976-01-01,Ohio,Oh,39,31,24,Us Senate,Statewide,Gen,False,Donald E. Babcock,American,False,Total,36979,3920613,False,20210114,Other,0.9431943423133067
1976-01-01,Ohio,Oh,39,31,24,Us Senate,Statewide,Gen,False,John O'Neill,Independent,False,Total,53657,3920613,False,20210114,Other,1.3685870041241
1976-01-01,Pennsylvania,Pa,42,23,14,Us Senate,Statewide,Gen,False,Frederick W. Stanton,Socialist Workers,False,Total,5484,4546353,False,20210114,Other,0.12062415742904257
1976-01-01,Pennsylvania,Pa,42,23,14,Us Senate,Statewide,Gen,False,Bernard Salera,Labor,False,Total,3637,4546353,False,20210114,Other,0.07999818755824724
1976-01-01,Pennsylvania,Pa,42,23,14,Us Senate,Statewide,Gen,False,Frank Kinces,Communist,False,Total,2097,4546353,False,20210114,Other,0.04612488295563499
1976-01-01,Pennsylvania,Pa,42,23,14,Us Senate,Statewide,Gen,False,Andrew J. Watson,Constitution,False,Total,26028,4546353,False,20210114,Other,0.5725028390888257
1976-01-01,Pennsylvania,Pa,42,23,14,Us Senate,Statewide,Gen,False,Other,Unknown Party,False,Total,239,4546353,False,20210114,Other,0.0052569609091067055
1976-01-01,Rhode Island,Ri,44,15,5,Us Senate,Statewide,Gen,False,Richard P. Lorber,Democrat,False,Total,167665,398906,False,20210114,Democrat,42.03120534662301
1976-01-01,Rhode Island,Ri,44,15,5,Us Senate,Statewide,Gen,False,John H. Chafee,Republican,False,Total,230329,398906,False,20210114,Republican,57.74016936320837
1976-01-01,Rhode Island,Ri,44,15,5,Us Senate,Statewide,Gen,False,Margaret R. Cann,Communist,False,Total,912,398906,False,20210114,Other,0.22862529016861116
1976-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Mark Clark Bates,Independent,False,Total,5137,1432046,False,20210114,Other,0.3587175272302705
1976-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Willie C. Jacox,Independent,False,Total,1406,1432046,False,20210114,Other,0.09818120367641821
1976-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,31,1432046,False,20210114,Other,0.0021647349316991213
1976-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,James R. Sasser,Democrat,False,Total,751180,1432046,False,20210114,Democrat,52.45501890302406
1976-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Arnold Joseph Zandie,Independent,False,Total,1061,1432046,False,20210114,Other,0.0740897987913796
1976-01-01,Tennessee,Tn,47,62,54,Us Senate,Statewide,Gen,False,Bill Brock,Republican,False,Total,673231,1432046,False,20210114,Republican,47.01182783234617
1976-01-01,Texas,Tx,48,74,49,Us Senate,Statewide,Gen,False,Pedro Vasquez,Socialist Workers,False,Total,20549,3874230,False,20210114,Other,0.5304021702376988
1976-01-01,Texas,Tx,48,74,49,Us Senate,Statewide,Gen,False,Marjorie P. Gallion,American,False,Total,17355,3874230,False,20210114,Other,0.4479599817254009
1976-01-01,Utah,Ut,49,87,67,Us Senate,Statewide,Gen,False,Steve Trotter,Libertarian,False,Total,3026,522108,False,20210114,Libertarian,0.5795735748159385
1976-01-01,Utah,Ut,49,87,67,Us Senate,Statewide,Gen,False,George Merl Batchelor,American,False,Total,4913,522108,False,20210114,Other,0.9409930512461023
1976-01-01,Utah,Ut,49,87,67,Us Senate,Statewide,Gen,False,Orrin G. Hatch,Republican,False,Total,290221,522108,False,20210114,Republican,55.58639208746084
1976-01-01,Utah,Ut,49,87,67,Us Senate,Statewide,Gen,False,Frank E. Moss,Democrat,False,Total,223948,522108,False,20210114,Democrat,42.89304128647713
1976-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Robert T. Stafford,Republican,False,Total,94481,189060,False,20210114,Republican,49.974082301914734
1976-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Scatter,Unknown Party,False,Total,96,189060,False,20210114,Other,0.050777530942557915
1976-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Thomas P. Salmon,Democrat,False,Total,85682,189060,False,20210114,Democrat,45.32000423146091
1976-01-01,Vermont,Vt,50,13,6,Us Senate,Statewide,Gen,False,Nancy Kaufman,Liberty Union,False,Total,8801,189060,False,20210114,Other,4.655135935681795
1976-01-01,Virginia,Va,51,54,40,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,154,1557500,False,20210114,Other,0.009887640449438202
1976-01-01,Virginia,Va,51,54,40,Us Senate,Statewide,Gen,False,Martin H. Perper,Independent,False,Total,70559,1557500,False,20210114,Other,4.530272873194222
1976-01-01,Virginia,Va,51,54,40,Us Senate,Statewide,Gen,False,E. R. (Bud) Zumwalt,Democrat,False,Total,596009,1557500,False,20210114,Democrat,38.267030497592295
1976-01-01,Virginia,Va,51,54,40,Us Senate,Statewide,Gen,False,"Harry F. Byrd, Jr.",Independent,False,Total,890778,1557500,False,20210114,Other,57.19280898876404
1976-01-01,Washington,Wa,53,91,73,Us Senate,Statewide,Gen,False,"William F. Wertz, Jr.",Labor,False,Total,3389,1491111,False,20210114,Other,0.22728019577348701
1976-01-01,Washington,Wa,53,91,73,Us Senate,Statewide,Gen,False,Dave Smith,Independent,False,Total,28182,1491111,False,20210114,Other,1.8900001408345857
1976-01-01,Washington,Wa,53,91,73,Us Senate,Statewide,Gen,False,Karl Bermann,Socialist Workers,False,Total,7402,1491111,False,20210114,Other,0.49640838274280047
1976-01-01,Washington,Wa,53,91,73,Us Senate,Statewide,Gen,False,Henry M. Jackson,Democrat,False,Total,1071219,1491111,False,20210114,Democrat,71.84032577051607
1976-01-01,Washington,Wa,53,91,73,Us Senate,Statewide,Gen,False,Richard K. Kenney,Libertarian,False,Total,19373,1491111,False,20210114,Libertarian,1.2992325856358111
1976-01-01,Washington,Wa,53,91,73,Us Senate,Statewide,Gen,False,George M. Brown,Republican,False,Total,361546,1491111,False,20210114,Republican,24.246752924497237
1976-01-01,West Virginia,Wv,54,55,56,Us Senate,Statewide,Gen,False,Robert C. Byrd,Democrat,False,Total,566359,566359,False,20210114,Democrat,100.0
1976-01-01,Wisconsin,Wi,55,35,25,Us Senate,Statewide,Gen,False,Michael A. Maclaurin,U.S. Labor,False,Total,2148,1935183,False,20210114,Other,0.11099725452321564
1976-01-01,Wisconsin,Wi,55,35,25,Us Senate,Statewide,Gen,False,William O. Hart,Democratic Socialist,False,Total,7354,1935183,False,20210114,Other,0.3800157401134673
1976-01-01,Wisconsin,Wi,55,35,25,Us Senate,Statewide,Gen,False,Robert E. Nordlander,Socialist Labor,False,Total,1731,1935183,False,20210114,Other,0.08944890483225618
1976-01-01,Wisconsin,Wi,55,35,25,Us Senate,Statewide,Gen,False,Robert Schwarz,Socialist Workers,False,Total,4876,1935183,False,20210114,Other,0.2519658347556794
1976-01-01,Wisconsin,Wi,55,35,25,Us Senate,Statewide,Gen,False,Scatter,Unknown Party,False,Total,202,1935183,False,20210114,Other,0.010438289298738156
1976-01-01,Wisconsin,Wi,55,35,25,Us Senate,Statewide,Gen,False,Stanley York,Republican,False,Total,521902,1935183,False,20210114,Republican,26.96912901777248
1976-01-01,Wyoming,Wy,56,83,68,Us Senate,Statewide,Gen,False,Gale Mcgee,Democrat,False,Total,70558,155368,False,20210114,Democrat,45.41346995520313
1976-01-01,Wyoming,Wy,56,83,68,Us Senate,Statewide,Gen,False,Malcolm Wallop,Republican,False,Total,84810,155368,False,20210114,Republican,54.586530044796866
1978-01-01,Alabama,Al,1,63,41,Us Senate,Statewide,Gen,False,Jerome B. Couch,Prohibition,False,Total,34951,582005,False,20210114,Other,6.005274868772605
1978-01-01,Alabama,Al,1,63,41,Us Senate,Statewide,Gen,True,James D. Martin,Republican,False,Total,316170,729842,False,20210114,Republican,43.32033508622414
1978-01-01,Alabama,Al,1,63,41,Us Senate,Statewide,Gen,True,Michael R. A. Erdey,Libertarian,False,Total,6006,729842,False,20210114,Libertarian,0.8229178370112984
1978-01-01,Alabama,Al,1,63,41,Us Senate,Statewide,Gen,True,Donald Stewart,Democrat,False,Total,401852,729842,False,20210114,Democrat,55.060136303473904
1978-01-01,Alabama,Al,1,63,41,Us Senate,Statewide,Gen,False,Howell Heflin,Democrat,False,Total,547054,582005,False,20210114,Democrat,93.9947251312274
1978-01-01,Alabama,Al,1,63,41,Us Senate,Statewide,Gen,True,A. J. Killinsworth,Prohibition,False,Total,5814,729842,False,20210114,Other,0.7966107732906574
1978-01-01,Alaska,Ak,2,94,81,Us Senate,Statewide,Gen,False,Donald Hobbs,Democrat,False,Total,29574,122741,False,20210114,Democrat,24.094638303419394
1978-01-01,Alaska,Ak,2,94,81,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,384,122741,False,20210114,Other,0.31285389560130683
1978-01-01,Alaska,Ak,2,94,81,Us Senate,Statewide,Gen,False,Ted Stevens,Republican,False,Total,92783,122741,False,20210114,Republican,75.5925078009793
1978-01-01,Arkansas,Ar,5,71,42,Us Senate,Statewide,Gen,False,John Graham Black,Independent,False,Total,37211,517138,False,20210114,Other,7.195564820222068
1978-01-01,Arkansas,Ar,5,71,42,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,113,517138,False,20210114,Other,0.02185103395998747
1978-01-01,Arkansas,Ar,5,71,42,Us Senate,Statewide,Gen,False,David Pryor,Democrat,False,Total,395506,517138,False,20210114,Democrat,76.47977909184782
1978-01-01,Arkansas,Ar,5,71,42,Us Senate,Statewide,Gen,False,Tom Kelly,Republican,False,Total,84308,517138,False,20210114,Republican,16.302805053970122
1978-01-01,Colorado,Co,8,84,62,Us Senate,Statewide,Gen,False,John Shue,National Statesman,False,Total,2518,819256,False,20210114,Other,0.30735203648188114
1978-01-01,Colorado,Co,8,84,62,Us Senate,Statewide,Gen,False,Vedder V. Dron,United States Party,False,Total,5789,819256,False,20210114,Other,0.7066167351841183
1978-01-01,Colorado,Co,8,84,62,Us Senate,Statewide,Gen,False,Floyd K. Haskell,Democrat,False,Total,330148,819256,False,20210114,Democrat,40.29851474996826
1978-01-01,Colorado,Co,8,84,62,Us Senate,Statewide,Gen,False,William L. Armstrong,Republican,False,Total,480801,819256,False,20210114,Republican,58.687516478365744
1978-01-01,Delaware,De,10,51,11,Us Senate,Statewide,Gen,False,Joseph R. Biden Jr.,Democrat,False,Total,93930,162072,False,20210114,Democrat,57.95572338220051
1978-01-01,Delaware,De,10,51,11,Us Senate,Statewide,Gen,False,Donald G. Gies,American,False,Total,1663,162072,False,20210114,Other,1.026087171133817
1978-01-01,Delaware,De,10,51,11,Us Senate,Statewide,Gen,False,James H. Baxter Jr.,Republican,False,Total,66479,162072,False,20210114,Republican,41.01818944666568
1978-01-01,Georgia,Ga,13,58,44,Us Senate,Statewide,Gen,False,John W. Stokes,Republican,False,Total,108808,645128,False,20210114,Republican,16.86611029129103
1978-01-01,Georgia,Ga,13,58,44,Us Senate,Statewide,Gen,False,Sam Nunn,Democrat,False,Total,536320,645128,False,20210114,Democrat,83.13388970870898
1978-01-01,Idaho,Id,16,82,63,Us Senate,Statewide,Gen,False,Dwight Jensen,Democrat,False,Total,89635,284047,False,20210114,Democrat,31.556397356775463
1978-01-01,Idaho,Id,16,82,63,Us Senate,Statewide,Gen,False,James A. Mcclure,Republican,False,Total,194412,284047,False,20210114,Republican,68.44360264322454
1978-01-01,Illinois,Il,17,33,21,Us Senate,Statewide,Gen,False,Patricia Grogan,Socialist Workers,False,Total,15922,3184764,False,20210114,Other,0.4999428529084101
1978-01-01,Illinois,Il,17,33,21,Us Senate,Statewide,Gen,False,Bruce Lee Green,Libertarian,False,Total,16320,3184764,False,20210114,Libertarian,0.5124398542560767
1978-01-01,Illinois,Il,17,33,21,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,159,3184764,False,20210114,Other,0.004992520638891924
1978-01-01,Illinois,Il,17,33,21,Us Senate,Statewide,Gen,False,Gerald Rose,Socialist Labor,False,Total,5465,3184764,False,20210114,Other,0.17159827227386393
1978-01-01,Iowa,Ia,19,42,31,Us Senate,Statewide,Gen,False,Roger W. Jepsen,Republican,False,Total,421598,824576,False,20210114,Republican,51.12906511952809
1978-01-01,Iowa,Ia,19,42,31,Us Senate,Statewide,Gen,False,Ben L. Olson,Libertarian,False,Total,3689,824576,False,20210114,Libertarian,0.44738144209872704
1978-01-01,Iowa,Ia,19,42,31,Us Senate,Statewide,Gen,False,Dick Clark,Democrat,False,Total,395066,824576,False,20210114,Democrat,47.911411440546416
1978-01-01,Iowa,Ia,19,42,31,Us Senate,Statewide,Gen,False,Gerald Leo Baker,Independent,False,Total,4223,824576,False,20210114,Other,0.512141997826762
1978-01-01,Kansas,Ks,20,47,32,Us Senate,Statewide,Gen,False,Nancy Landon Kassebaum,Republican,False,Total,403354,748839,False,20210114,Republican,53.86391467324753
1978-01-01,Kansas,Ks,20,47,32,Us Senate,Statewide,Gen,False,James R. Maher,Conservative,False,Total,22497,748839,False,20210114,Other,3.0042505798976817
1978-01-01,Kansas,Ks,20,47,32,Us Senate,Statewide,Gen,False,Russell Mikels,Prohibition,False,Total,5386,748839,False,20210114,Other,0.7192467272671429
1978-01-01,Kansas,Ks,20,47,32,Us Senate,Statewide,Gen,False,Bill Roy,Democrat,False,Total,317602,748839,False,20210114,Democrat,42.41258801958765
1978-01-01,Kentucky,Ky,21,61,51,Us Senate,Statewide,Gen,False,Unknown Candidate,Unknown Party,True,Total,43,476783,False,20210114,Other,0.009018777934615956
1978-01-01,Kentucky,Ky,21,61,51,Us Senate,Statewide,Gen,False,Walter D. Huddleston,Democrat,False,Total,290730,476783,False,20210114,Democrat,60.97742578909063
1978-01-01,Kentucky,Ky,21,61,51,Us Senate,Statewide,Gen,False,Louie Guenthner Jr.,Republican,False,Total,175766,476783,False,20210114,Republican,36.8649888943188
1978-01-01,Kentucky,Ky,21,61,51,Us Senate,Statewide,Gen,False,Anthony Albert Mccord,American,False,Total,10244,476783,False,20210114,Other,2.1485665386559503
1978-01-01,Louisiana,La,22,72,45,Us Senate,Statewide,Gen,False,J. Bennett Johnston Jr.,Democrat,False,Total,1,1,False,20210114,Democrat,100.0
1978-01-01,Maine,Me,23,11,2,Us Senate,Statewide,Gen,False,William D. Hathaway,Democrat,False,Total,127327,375114,False,20210114,Democrat,33.94354782812692
1978-01-01,Maine,Me,23,11,2,Us Senate,Statewide,Gen,False,John J. Jannace,Independent,False,Total,5553,375114,False,20210114,Other,1.480349973608023
1978-01-01,Maine,Me,23,11,2,Us Senate,Statewide,Gen,False,William S. Cohen,Republican,False,Total,212294,375114,False,20210114,Republican,56.59452859663996
1978-01-01,Maine,Me,23,11,2,Us Senate,Statewide,Gen,False,Hayes E. Gahagan,Independent,False,Total,27824,375114,False,20210114,Other,7.417478419893686
1978-01-01,Maine,Me,23,11,2,Us Senate,Statewide,Gen,False,Plato Truman,Independent,False,Total,2116,375114,False,20210114,Other,0.5640951817314204
1978-01-01,Massachusetts,Ma,25,14,3,Us Senate,Statewide,Gen,False,Other,Unknown Party,False,Total,1833,1985700,False,20210114,Other,0.0923100166188246
1978-01-01,Massachusetts,Ma,25,14,3,Us Senate,Statewide,Gen,False,Paul E. Tsongas,Democrat,False,Total,1093283,1985700,False,20210114,Democrat,55.05781336556378
1978-01-01,Massachusetts,Ma,25,14,3,Us Senate,Statewide,Gen,False,Edward W. Brooke,Republican,False,Total,890584,1985700,False,20210114,Republican,44.849876617817394
1978-01-01,Michigan,Mi,26,34,23,Us Senate,Statewide,Gen,False,Scatter,Unknown Party,False,Total,272,2846630,False,20210114,Other,0.009555158204613877
1978-01-01,Minnesota,Mn,27,41,33,Us Senate,Statewide,Gen,True,Bob Short,Democrat,False,Total,538675,1558376,False,20210114,Democrat,34.566433261292524
